Designator,Mid X,Mid Y,Rotation,Layer
H1,163.725,-68.875,0.0,top
H2,126.725,-68.875,0.0,top
H3,163.724986,-112.924986,0.0,top
H4,126.725,-112.925,0.0,top
J6,145.195,-71.33,0.0,bottom
